"","session","model"
"11155","11156","B14,B13,B13,B4"
"11156","11157","B4,B8,B9,B12,B3,B2,A3,A7,A8,A9,A10,A12,C33"
"11157","11158","A11,A12,P1,P2,P3,P4,P5,P6,P7,P8"
"11158","11159","A10,A12,A5"
"11159","11160","B26,B26"
"11160","11161","A7,A10,A6,A2,A12,A9"
"11161","11162","A21,A31,A33,C7,C8,C10"
"11162","11163","B30,B15"
"11163","11164","B25,B25,C6,C6,C5,C16,C16,C56,A2,A10,A7,A9,A9,A11,A17,A21,B33,B22,B10,C9,C9,C9,B25"
"11164","11165","B4,C16,C42"
"11165","11166","A2,B6,B4,B16,B11,B14,B17,B34,P16"
"11166","11167","A21"
"11167","11168","A18"
"11168","11169","B15,B23,B26"
"11169","11170","A15,P6,P33"
"11170","11171","B15"
"11171","11172","B10,B27"
"11172","11173","P80,C40,P29,P82,P80"
"11173","11174","B7,B8,B8"
"11174","11175","B15"
"11175","11176","P1,A6,A12,A1,A6,A8"
"11176","11177","C12,C6,P1,P37,P39,P47,P50,P56,P59,P72,C24,C43,A15,A6"
"11177","11178","B2,B16,B16,C5,C18"
"11178","11179","B13,B4,B15"
"11179","11180","B8,P16"
"11180","11181","C27"
"11181","11182","A4,A2,A3,B2,B4,C11"
"11182","11183","A15,B4,B3,B1,B26,B16,C53,C50,C50,A31,A28,A22,A4,A11,A10,A12,A5"
"11183","11184","B14"
"11184","11185","P1,P57"
"11185","11186","A2,A12,A9,B4,B16,B33,B29,B34,P6,P3,P7,P18,P26,P36,P27,C39,C54,C57,C59,C56,P7,P17"
"11186","11187","B2,P16,P33,C3,P70,C3"
"11187","11188","C8"
"11188","11189","B12,C17,C13,C12,C11,C13"
"11189","11190","C30"
"11190","11191","P2"
"11191","11192","B14,B21,A42,C58"
"11192","11193","A3,C2,C13,C19,C28,C25,C53,C55,C56,C58,B15,B14,B12,B21"
"11193","11194","C55,P17,P44"
"11194","11195","A1,A2"
"11195","11196","P12,P14,P46,P49,P60,P61,P65,P70,P72,P73,A4,B8"
"11196","11197","B8,C7"
"11197","11198","A23,A35,A35,A4,B4,C6"
"11198","11199","A1"
"11199","11200","A3,A11,A31,A36,A38,B13,B10,B24,C16,C50,C56,P2,P7,P26,P50,P63,P82"
"11200","11201","A13"
"11201","11202","A15,A29,A41,A29,P6,P51,A29,A29,P46,P51,P46,A29,P51"
"11202","11203","B24,B10,B12,B17,B13,B15,B16,B21,B20,B24,B26,B30,B21,B21,B24,B24"
"11203","11204","C7"
"11204","11205","B9,A8,A22,A21"
"11205","11206","A26,A41,P80"
"11206","11207","P61,P70,P82"
"11207","11208","C28,B10"
"11208","11209","A24,A29"
"11209","11210","P33,B10,B15"
"11210","11211","A16"
"11211","11212","A1"
"11212","11213","B11,B12,B24,B21,B10,B19,B32,B27"
"11213","11214","C17,C32,C56"
"11214","11215","C1,C3,C5,C5,C6,C7,C5,C9,C10,C11,C17,C23,C23,C26,C33,C36,C48,C55,C58,C52,B4,A17,C17,P1,P12"
"11215","11216","B32"
"11216","11217","C51,A2"
"11217","11218","A20,A21"
"11218","11219","A13"
"11219","11220","C5,C2,C18,C34,A20,A22,P12,P12,P50,P4,P16,B24"
"11220","11221","B11"
"11221","11222","B10,B13"
"11222","11223","A5,A11,A9,B10,P1,P34,P63"
"11223","11224","P11,P1,P2,P20,P47,P55"
"11224","11225","P12,P13,P12,A37"
"11225","11226","B17,B29,B33"
"11226","11227","A19"
"11227","11228","B10,B14,B19,B20,B21,B22,B23,B24,B25,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B15,B10"
"11228","11229","A4"
"11229","11230","B11,B11,B10,B14,B27,B29,B22,B21,B20,B32,B34,B27"
"11230","11231","A11"
"11231","11232","P12,B4,B13,B17,B10,B12,B4,C12,C7,C9,P11"
"11232","11233","A21,A41,P11,P23"
"11233","11234","C50,C50,C49,C50,A9,A11,B4,C50,C50,C50,C50"
"11234","11235","A15,A13,B4,B15,C5,C14,C11,C29,C40,C53,C55,P15,P5,P21,P33,P70"
"11235","11236","B24"
"11236","11237","A5"
"11237","11238","P62,P82,A9,A6,P23,A22,C59,C56"
"11238","11239","C4,C35,C30,C35,C53,C52,C40"
"11239","11240","A1,A25,A28,A39,C5,C22,P1"
"11240","11241","P33,P61"
"11241","11242","P51,P48"
"11242","11243","B10,B21"
"11243","11244","B21"
"11244","11245","B15,B10"
"11245","11246","B29,B19,B19,B22,B22"
"11246","11247","A5,A1,A1,A2,A3,A5,A6,A8"
"11247","11248","C7,C14,C1,C13,C35,C49,A12"
"11248","11249","B4,B4,B24"
"11249","11250","C1,P12,P17,P20"
"11250","11251","A15,A15,A11"
"11251","11252","A9,A1,A5,A6"
"11252","11253","B14,B13,B10,B2,B23,B30"
"11253","11254","C14,C2,C1,B15,B17,A42,P1"
"11254","11255","A31,A15,C13,C17,P15,P20,P46,B21"
"11255","11256","C6"
"11256","11257","C1,C2"
"11257","11258","A15,P1"
"11258","11259","B13"
"11259","11260","B17"
"11260","11261","B13,B13,B13,B13"
"11261","11262","A1,A12,C6,C4,C9,C17,C14,C21,C25,C24,C30,C35"
"11262","11263","C14,C1,P6,C1,B11,B14,B5,B4,B15"
"11263","11264","B3"
"11264","11265","P18,P18,B15,C17,C2"
"11265","11266","A2,A5,A7,A7"
"11266","11267","A7"
"11267","11268","B14"
"11268","11269","B23,B25,B24,B27,B32,B30,B28"
"11269","11270","B1,B4,B13,B10"
"11270","11271","P16,P8,P4,P20,P19,P42,P48,P49,P39,P64,P63,P65,C58,A11,A36,A35,A23"
"11271","11272","A4,A14,A11,A3,A9,A17,A10,P1,P17,P42,P49,P43,P44,P59,P74,C9,C17,C6,C25,C40,C51"
"11272","11273","A2"
"11273","11274","A1,A2,A5,A7,A10,A30"
"11274","11275","A11,A16,A10,A1,A8,A2,A12,C4,C5,C12,P17,P2"
"11275","11276","A2"
"11276","11277","P1,C14,C24,C35,C22"
"11277","11278","B24,B26"
"11278","11279","B10,C30,C55,P17"
"11279","11280","P1,A41"
"11280","11281","C26"
"11281","11282","B24,B26,B31,B20,B10"
"11282","11283","B2,B2"
"11283","11284","B17,C13,C5"
"11284","11285","A15,B2,B4"
"11285","11286","C3,B4,P15"
"11286","11287","C17,C11,C12,A1"
"11287","11288","A31,P16"
"11288","11289","A2,A5,B4,C4,P2,P39,P37,P45,P41"
"11289","11290","P2,P15,P24,P26,P26"
"11290","11291","A17,A30,A38"
"11291","11292","P1,P1"
"11292","11293","B10,B19,B23"
"11293","11294","P1,P30,A2,C14,C33"
"11294","11295","B23,B31,B10,B11,B12,B13,B14,C14,C19,B19,B20,B22,B24,B31,B30,B32,B33"
"11295","11296","C30"
"11296","11297","C24,P1,P15,P8,P5"
"11297","11298","B11,B13,B2"
"11298","11299","B15,B16"
"11299","11300","A24,A26,C41"
"11300","11301","B3"
"11301","11302","C7"
"11302","11303","C3"
"11303","11304","A4"
"11304","11305","C5"
"11305","11306","A6"
"11306","11307","C6"
"11307","11308","A4,A8,A14,B31,B32,B26,C58"
"11308","11309","P10,P5,C21,C33,C44,C56,P12,P29"
"11309","11310","P1"
"11310","11311","A4,C22,C22,P16,P44"
"11311","11312","P1"
"11312","11313","A4,A17"
"11313","11314","C10,C35,C35"
"11314","11315","B10,B17,B16,B24"
"11315","11316","A31"
"11316","11317","A12,A3,A5,A4,A2,A3,A7,A22,A23,A30,A31,A32,A40,A43,B1,B5,B10,B13,B15,B17,B19,B23,B24,B27,B30,B32,B34,C1,C7,C12,C14,C17,C41,C55,C56"
"11317","11318","A3,A13,A9,A7,A10,A11,A16,A14,A12,A17,A33,A30,A21"
"11318","11319","B15"
"11319","11320","C52,P34"
"11320","11321","A12,A16,A4"
"11321","11322","A4,C14,A4"
"11322","11323","B13,B31,B25,P1,P20,P51,P60,A35,A36"
"11323","11324","C43,C50,C47,P14,P15,P17,P40,P76,P58"
"11324","11325","B13,B15,B21,B19,B24,B25,B23,B26,B28,B29,B30,B31,B32,B33,B34,B20,B21,B20,B21,A34,C12,C17,C19,C30,C53,C49,B34,B6,A17,A26,A34,A37,A42,A38,P15,P62,P65"
"11325","11326","A6"
"11326","11327","P63"
"11327","11328","B12,B31,B25"
"11328","11329","A20,P2"
"11329","11330","A31,A31"
"11330","11331","A1,A4,C16,C1,C16"
"11331","11332","B25,B25,C16"
"11332","11333","B16"
"11333","11334","A2,A7,A2,A11,A21,A2,A15,A21"
"11334","11335","A8,A1,A11,A2,A14,A11,A21,A28,A33,A38,A41,A13,C59"
"11335","11336","C40"
"11336","11337","P73,B7,C1,C2,C8,C7,C10,C18,A4,A18"
"11337","11338","C43"
"11338","11339","C57,A19,C4,C24,C24,C25,P9,P15,C24"
"11339","11340","A11,A4"
"11340","11341","B34"
"11341","11342","B21,C6,C6,C49,C49"
"11342","11343","C17,C13,C19,C27,C38,P1"
"11343","11344","A2,A7,A11,A32"
"11344","11345","A3,A5,A11,A23,A36,A35,C9,C29,C42,P20,P21,P23,P50,P60"
"11345","11346","C22"
"11346","11347","C14"
"11347","11348","P16,P33,P21,P59,P60,P55,B31,B32,B26,B19,B10,B8,B11,B12,B14,B17"
"11348","11349","P36,P55,P55,C44,B10,B27"
"11349","11350","A15,A33,B21,B22,B27,B22"
"11350","11351","B13,P16,B10,B15"
"11351","11352","B25,B21,C14"
"11352","11353","A11,A1,A2,A10,A18,A14,A11,A14,A13,A12,A5,A17,A19,A21,A35,A22,A36,A29,A37,B16,B15,B1,B29,B19,B22,B24,B32,B25,B31,B33,B27,C5,C10,C9,C16,C32,C30,C24,C25,C21,C35,C30,C40,C54,C47,C48,C49,C50,C51,C52,C53,C37"
"11353","11354","A2,A4,B4,B4,A4,A2"
"11354","11355","B4,B3"
"11355","11356","A6,A17,C59,B13,B10,P3"
"11356","11357","A16,A17"
"11357","11358","C3"
"11358","11359","A8"
"11359","11360","A4,C5,C41,A16,A12,A31,A41"
"11360","11361","A13,A21"
"11361","11362","B22,C26,C57"
"11362","11363","B12,B13,B15,B17,C35,C40,B26,B21,B19,B23"
"11363","11364","A11,B7,A1,A20,C30,C52"
"11364","11365","A13,A31,A33,A21,A12,C35,C38,C35,C8"
"11365","11366","B4,A31,A41"
"11366","11367","A7,A2,A11,A10,P23"
"11367","11368","C12,C44,P15"
"11368","11369","P48,P50,P44"
"11369","11370","P78,C7,C7,C7"
"11370","11371","A15,B16,B23,C1,C24,P1,P33,B23"
"11371","11372","A15"
"11372","11373","B9"
"11373","11374","B10,B11,B14,B31"
"11374","11375","B26"
"11375","11376","B11,B14"
"11376","11377","P49,P68,P82,P23,P7,A17,A34,A32,A39,A38,A37,C21,C44,C51,C50,C54,C56,C55"
"11377","11378","C5,C28,C25,C27,C26,C36,C41,C53,A4,A16,A29,A34,A38,A40,B2,B9,B24,B32,B27,B21,P12"
"11378","11379","B30,B31,B28,B24,C53,C49,C50"
"11379","11380","A3,C7,A31,A33,A30,C17,A3,B8,B15,B1"
"11380","11381","A8,A9,A15,A10,A11,A18,A10,A13,A1,A17,A12,A4,A6,A10,A12,A35,A23,A21,B4,B11,B24,B23,B25,B32,B31,B30,B19,B22,B24,C11,C33,C24,C51,P33,C9,C7,C14,C17,C37,C53"
"11381","11382","C5,C5"
"11382","11383","B10,B4"
"11383","11384","B24,B15,B19,B23,B30,B31,P60,P55,P16,P33"
"11384","11385","A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A42,A43,B1,B2,B3,B4,B5,B6"
"11385","11386","B4,B6,A7,A12"
"11386","11387","A1,B27,C3,C33,P12,P50"
"11387","11388","C7,B20,B22"
"11388","11389","B2,A2,P26"
"11389","11390","C2"
"11390","11391","A31,A27,A41,A4"
"11391","11392","P20,P48,C5,C40,C46,C55"
"11392","11393","A11,A4,A15,B4,P15,C4,C42,C55,C58,C57"
"11393","11394","A12,A5,A4,A11"
"11394","11395","A4,A19,P16"
"11395","11396","C8,C41"
"11396","11397","B5,B1"
"11397","11398","B2,C5,C51"
"11398","11399","A6,A9,A10,A12,A32,A34,A2"
"11399","11400","B4,B9,B6,B5,C41,P50"
"11400","11401","C14"
"11401","11402","C14"
"11402","11403","P29,P39,P39"
"11403","11404","A16,A13,A23,A24,A35,A20,A36,C5"
"11404","11405","B3,A41"
"11405","11406","A4,A8,A10,A6,A8,A33,B2,B9,C5,C9,C29,C51,P1,P7,P50,P70"
"11406","11407","A10,A9,A16,A6,C40,C26,C25,A10"
"11407","11408","A16,A11,A21,A33,C7,C13,C5,C4,C24,C35,A38"
"11408","11409","A15"
"11409","11410","P1,P15,P3,P8,B7,A11,A15,A8,A10,A2,A3,P29,P82,P81,P77,P78"
"11410","11411","B30,B32,B27"
"11411","11412","C40"
"11412","11413","B4,C1,C7,C14,C11,B4,P15,P6,P45,P37,P48,P51,P53,P58"
"11413","11414","B13,B14,B10,B12,B11,B22,B27,B29"
"11414","11415","C27,C27,C42,C45,P16,P12,P1,P20,P33,P21,P42,P44,P51,P48,P50,P51,P55,P60,P48,P48,P48,P48"
"11415","11416","P12,P12"
"11416","11417","A10,A7,A5,A7,A1,A2"
"11417","11418","B11,B10"
"11418","11419","P21,P12"
"11419","11420","P12,C1,C44,C58,P48,P51,P55,P70,P75,B1"
"11420","11421","A14,A7,A5,A10,A15,C2,P11"
"11421","11422","A13,A15,A19,A33,P9,P9"
"11422","11423","B9,B24"
"11423","11424","B24,P48"
"11424","11425","A2,A1"
"11425","11426","A11,A32,A32,C9,C16,C31,C32,C34,C34,C46,C55,P1,P47,P39,P72,P77"
"11426","11427","C10,P1,C10,C18,C35,C48,P1,C18,C35,P1,P67,P69"
"11427","11428","B27,B32,P78"
"11428","11429","C9,A15,A14,P23,A3,A2,A11,A12"
"11429","11430","C42,B4,A10,A21"
"11430","11431","P12,C2,C12,C14"
"11431","11432","A10,A15,A30,A33,A12,A13"
"11432","11433","B16,B23,P16,P47,P56,P56,B23,A15,A23,A41"
"11433","11434","A16,A13,A21,A22,C56,C57,C59,C55,C38,C41,P18,P11,P9,P10,P6,P61,P62,P82"
"11434","11435","C5,A13"
"11435","11436","A6,C9,C36,C40,C50,C42,C51,P13,P25,B11,B29"
"11436","11437","B10"
"11437","11438","B1,B11,B12,B13,B13,B25,B24,B22,B22,B21,B19,B28,B29,B33"
"11438","11439","A2,A15,A15,A3"
"11439","11440","C14,B10,B12,B24,B21,B30,P33,P65"
"11440","11441","P10,P1,P6,P17,C8,B14,A15,A17,A16,A6,A11,A9,A12"
"11441","11442","C7,B26"
"11442","11443","C1,C59"
"11443","11444","P1,P3,P4,P7,P8,P9,P10"
"11444","11445","A15"
"11445","11446","C34,C57,C58,C49,C50,C41"
"11446","11447","A15,A16,A14,A4,B4,B24,C2,C9,P5,P63,P61"
"11447","11448","C8,P15"
"11448","11449","A10"
"11449","11450","P73"
"11450","11451","P73,A9"
"11451","11452","A3,A21"
"11452","11453","A33,A24,A23,C42"
"11453","11454","B12"
"11454","11455","A22,C5,C2,C29,C22,C50,C40,C49,A42,C36,A18,A31"
"11455","11456","C5,C7,C9,C16,C36,C40"
"11456","11457","A13,A14,A15,A16"
"11457","11458","C13"
"11458","11459","B10"
"11459","11460","B10"
"11460","11461","A17,B10,B20,B31,B15,B23,C19,P19"
"11461","11462","B10"
"11462","11463","B15,B31,B30"
"11463","11464","A2,A19,B1,B4,B17,B14"
"11464","11465","A14"
"11465","11466","C16"
"11466","11467","P48"
"11467","11468","A31,A31,A41,A28,B8,C33,P6,P11"
"11468","11469","A29"
"11469","11470","B23"
"11470","11471","A20,A31,A25,A27"
"11471","11472","A15,C1,B3,B4,B3,B3,C30,C32,C40,C57,P1,P3,P23,P48,P81"
"11472","11473","B17,C9,B3"
"11473","11474","C40,C56"
"11474","11475","C33,A7,A31,P48,P49,P77"
"11475","11476","B19,B27,B31,P37,P48,P41,P58,P60,P60,C46,C8"
"11476","11477","C23,P15"
"11477","11478","C17,C54,C56"
"11478","11479","P23,C15"
"11479","11480","A15"
"11480","11481","B10,B11,B12,B13,B15,B16,B28,B31,B32,B30,B33,C8,C16,C17,C19,C53,C47"
"11481","11482","P3,P4,P11,P10,P1,P14,P3,P24,P23,P48,P58"
"11482","11483","C56"
"11483","11484","A17,P13,A17,A34,A42"
"11484","11485","A16,A13,A2,A11,A4"
"11485","11486","B1,B10,B13,B15,B16,B30,B32,B24,P21"
"11486","11487","A1,A2,A15,A42,P4,A2,A1"
"11487","11488","C4,C14,C17"
"11488","11489","P36,P34,B10,B11,B12,B13,B10,B20,B21,B24,B25,B26,B27,B30"
"11489","11490","P1,C14,C16,C27,C56"
"11490","11491","P1,P1"
"11491","11492","B23"
"11492","11493","B15"
"11493","11494","A4,A23,A29,A41"
"11494","11495","C41,C15,C7,P16,P20,P48,B13,B1,B1,B3,P16,A5,C34,C33,P20,P47,P50,P48,B11"
"11495","11496","P1,A13,A6,C14"
"11496","11497","A31"
"11497","11498","A15,A7,C26,B25,B19,B33,B33,B13,P17"
"11498","11499","P1,P62,C2,C31,C36,P1,P32"
"11499","11500","C49,C50,C51,C42,C55,C56,A11,A3,A5,A6,A7,A8,A14,B10,B11,B23,B26"
"11500","11501","C1"
"11501","11502","B13"
"11502","11503","P46,P49,B31"
"11503","11504","A2,A5,A34,A32,B2,B4,C12,C21,C53,C49,P3,P18,P18,P14,A5,A8,C49"
"11504","11505","C5,C7,C9,C11,C13,C14,C15,C41,C46,C49,C49,C54,P1,P2,P14,P20,P21,B10,B13,B24"
"11505","11506","P12,P48,P46,A15,A41,A35,A31,A29,A29,A4,A4,P5,P49,P55,A15,P9,A15,A1,A2,A4,A6,A7,A8,A9,A28,A31,A27,A26,A25,P3,P4,P5,P7,P8,P9,P18,P23,P24,P25,P26,P27,P34,P35,P36,P42,P41,P42,P43,P44,P45,P49,P50,P53,P58,P59,P60,P61,P62,P63,P71,P72,P81,P80,P78,B16,B15,B19,B23,B33,B30,B31,B10"
"11506","11507","P1,P6,P6,C58"
"11507","11508","B4,A13,A6"
"11508","11509","B10,B28"
"11509","11510","A17,C14,C35,C19,C21,C2,C14,C17,C35,P1,P30,P39,P39,P81,P78,A33,C8,C18,C32,C21,C2"
"11510","11511","B32,B32"
"11511","11512","A18,C9,C3,A15,A2"
"11512","11513","A4,A42,B31,B31,P6,P23,P33,P58,P39,P41,A42"
"11513","11514","B4"
"11514","11515","A23,A36"
"11515","11516","B24,B26,B27,A3,A7,A9"
"11516","11517","P6"
"11517","11518","A4,A15,B8,A4"
"11518","11519","A6,A2"
"11519","11520","P16,P17,P3,P1,P1,P2,P33,P43,P61,P72,P71,P82,P27,P23,P33,P29,P19,P20,P36,P39,P37,P55,P68,P82"
"11520","11521","B10,B30"
"11521","11522","P1,P3,P6,P12,P30,C18,C12"
"11522","11523","C43,P68"
"11523","11524","A17,A21,A32,A28,A29,A25,A41,C36,B2,B4"
"11524","11525","B1,C6"
"11525","11526","A13,C32,P49"
"11526","11527","A16,A12,A17,A3,A31,A21,A29,A33,A5,A9,A11,A10,A7,A3,A10,A12,A4,A6,A9,A11,C12,C1,C2,C14,C29,C53,C49,C48,C56,C11,C5,P6,P1,P2,P7,P11,P20,P33,P39,P48,B31"
"11527","11528","B2,B3,B12"
"11528","11529","A4,A4,B2,B2,B11,B24"
"11529","11530","C48,C34"
"11530","11531","A16,A31,A33,P16,P63"
"11531","11532","B4,B13,B7,B8,B17,B2,C1,C14,C5,C11,A6,A15"
"11532","11533","C30"
"11533","11534","A6"
"11534","11535","P20,P20,C11"
"11535","11536","A1,A2,A3,A4,A8,A41"
"11536","11537","A11,A8,P4,P32,P50,P4,C33,B2,B11,B4,B3,A20,A24,A31,P11"
"11537","11538","A15"
"11538","11539","A12,A2"
"11539","11540","C5"
"11540","11541","A31,A31,B27,B19,B4,A4,A41,A31,A41,A41,A31"
"11541","11542","A42"
"11542","11543","B19,B19,B31,B34,B10,B1"
"11543","11544","A36"
"11544","11545","C10,C42,C42,C58,A42,C1,C1,C13,C32,C49,P9,A3"
"11545","11546","B15,B11,B6,B4,B2,B2,C8,C11,P1,P3,P14,P20,P33,P37,P70"
"11546","11547","A33,C57,C8"
"11547","11548","A37,P1"
"11548","11549","C34,P1,P12,P44,P46,P47,P51,P51,P81,P46,P51,P51,P51,P44,C18,P46,P44,P44,P44,P46,P46,P47,P46,C3,C14,C14,C27,C34,C22"
"11549","11550","B17,B30,B24,A27,P16,P21"
"11550","11551","B14,B13,B32,C12,C19,B32"
"11551","11552","C5,C41,C25,A11,A14,A14,C25"
"11552","11553","C24,C24,B27"
"11553","11554","B15,B31,B30,B15,B30"
"11554","11555","A1,A2,A3,A4,A4,A5,A6,A10,A11,A1,A13,A15,A37,A15,A2,A16,C48,C46,C2,A16"
"11555","11556","P4"
"11556","11557","P12"
"11557","11558","P16,P5,B15,B16,B26,B24,B28,B23,P33,P34,P45,P39,P15,B15"
"11558","11559","P3,A8,A10"
"11559","11560","P1,P4,P47,C2,A16,A26,A25,A27,A29,A41,P44,P46,C3,C2"
"11560","11561","B7,B31,B23,C13,C33"
"11561","11562","C34"
"11562","11563","A15"
"11563","11564","A16,A17,B17,B16,B10,B9,B5"
"11564","11565","P1,P15,P29,C8,P39"
"11565","11566","A11,A13,A21,A31,C2,C5,A41,A33"
"11566","11567","A37,B27,B23,B10,B14,C1"
"11567","11568","B14,B13,P33"
"11568","11569","P1,P48,P41,P7,P12,P8,P9"
"11569","11570","A5,A37,B4,B1,B10,B14,C8,C5,C30,C56"
"11570","11571","A5,C34,C30,C43,C48,C12,C1,C34,B13,B10,B15,B8"
"11571","11572","B10,B11,B12,B14,B10,B24,B26,B26,B27,B25,B19,B30"
"11572","11573","B15,B23"
"11573","11574","B22,B32"
"11574","11575","A1,A2,A3,A9,A9"
"11575","11576","B15,B25,B23,B31,B30,B19,A4,A15,A31,A37"
"11576","11577","A11,A10,A12,B27"
"11577","11578","B7,B8,B9,B10,B11,B12,B13,B14,B15,B16,B17,B19,B20,B21,B22,B23,B24,B25"
"11578","11579","A15,A17,B10,B4,B25,B32,B23,B24,C50,A9,A1,A11,A38,A39"
"11579","11580","P16,C17,C8,C17,P16,B13"
"11580","11581","C11,C51,C27"
"11581","11582","B31"
"11582","11583","A1,A3,C5,C6,C7,C16,C17,C33,C26,C27,C41,C42,C50,C51,C54,B14,B10,B31,P12,P19,P26,P50,P49"
"11583","11584","B24"
"11584","11585","B25,B30,B31,B32,B24,B31"
"11585","11586","P12,P10,P2,P7,P12,P17,P29,P24,P46,P48,P50,P43,P65,P70,P73,P74,P77,P82,A11,A22,A31,A31,A21,C2,C3,C36,C29,C51,C40,C56,B7,C26,A21,A20,P12,P44,A3,A7,A6,A16,A15,A14,A8,A9,A3,A10,A3,A3,P24,C33,C26,C22,C49,C44,C50,C41,C45,C2,C3,C2,C44,C40"
"11586","11587","C2,C3,C2,C33,C29"
"11587","11588","A28,A36,C19,C42,C50,C49"
"11588","11589","P39"
"11589","11590","B1,B24,B13,B10,B15,B16,B19,B30,B32,B23,A12,A12,B32,B30,B19,B16,B15,B10,B13,B24,B1"
"11590","11591","A4,A7,A9,A28,A33,B33,B24,B27,C40,P10"
"11591","11592","C58"
"11592","11593","A26,A31,P5"
"11593","11594","B11,B13,B12,B10"
"11594","11595","C42"
"11595","11596","B10,C6,C7,C4,C2,C12"
"11596","11597","A18,A17,P23"
"11597","11598","A31,B17"
"11598","11599","B1"
"11599","11600","P12,P42,P49,P63,P63,P62,P60,C5,C12,C10,C18,C9,C14,C13,C26,C57"
"11600","11601","B4,B17,B32,C31,A24,A36"
"11601","11602","A41,P6,C2,C14,C7,C5,C35,C48,B4"
"11602","11603","P25,P26,P43,P44,P49,P46,P55,P59,P59,P70"
"11603","11604","A1,A2,A3,A5,A6,A9,A10,A11,A12,A12,A9,A6,A9,B10,B10,B19,B23,B24,B27,B28,B30,B31,B32,B33,B34,C1,C4,C8,C10,C13,C14,C18,C21,C25,C26,C29,C30,C32,C33,C34,C35,C36,C37,C38,C40,C42,C44,C46,C47,C48,C49,C49,C50,C52,C51,C53"
"11604","11605","P1"
"11605","11606","B31,B32,B32,B24,B10,A17,A15"
"11606","11607","C31,C40,C51,C49,C41,C42,C58,C55,B15,B32"
"11607","11608","A10"
"11608","11609","C13,C30,C34,C50,C46,C49,C57,B4,B2,A7,A2,A42,P10,P11,P4,P82,P72,P71,P71,P23,P25"
"11609","11610","A3,A7,A8,A3,A2,A7,A4,A16,A15,A7,A7,A35,A28"
"11610","11611","P1,P2,P3,P5,P16,P20,P23,P39,P41,P42,P48,P50,P56,P59,P75,P78"
"11611","11612","A4,A2,A3,A5,A7,A9,A10,P1,P2,P5,P67"
"11612","11613","A15"
"11613","11614","P1,C1,C4,C5,A24"
"11614","11615","B5,B32,A16,A33,A30,P48,P46"
"11615","11616","C42,C41,C33"
"11616","11617","B28,B30"
"11617","11618","B30"
"11618","11619","A12,B24,B23,P1,P14,P18,P44"
"11619","11620","C16,C6,C5,C32,C37,C41,C42,C42,C55,C56"
"11620","11621","B4,P6,A4,A31,B6"
"11621","11622","P50,P39,P48,P60,P74,A11,A3,A4,A21,A11,A6,A16,A41,A31,A21,A13,A31,C17,C26,C40,C56,C56,B4,B3,P4,P7,P11,P50,P48,C9,A11,A21,A31,B4,B3,B3,B24,P4,P49,P82,C9,C40,C56"
"11622","11623","P3,C35,B10,B19,B28,A15"
"11623","11624","P15,P81,P77"
"11624","11625","B27,C16,C41,A4,A29,A27,A31,P20,P42,B4"
"11625","11626","B16,P2,P2,P2"
"11626","11627","A36"
"11627","11628","P5,P5,P5,C11,C11"
"11628","11629","B16,B17,B14"
"11629","11630","C5,C7,C12,C17,C23,C26,C36,A13,A16,A21,A20,A36,A33,B1,B4,B5,B16,B17"
"11630","11631","A13,A17,A15,A6,A7,A9,A6"
"11631","11632","C6,C12,C15"
"11632","11633","C8,C18,C1"
"11633","11634","B19,B26,B4,P26,P60,P63,P61,P82,A4"
"11634","11635","B32,B25,A24,A23,A36,A24,A35,P46,A35"
"11635","11636","B4,B1,B10,B13,B24,B31,B29"
"11636","11637","B12,B17,B14,B13,B10,B24,B26,B29"
"11637","11638","A8,A2,A3"
"11638","11639","C16,C31,C42,B3,B4,B16,A36,A41"
"11639","11640","A1"
"11640","11641","A43,B34,C59,P82"
"11641","11642","C21,C44"
"11642","11643","A15,A15,P33,A15"
"11643","11644","P16,P15,P21,B4,B23,B27,P16,P15,P7,P65,P78"
"11644","11645","B14,B11,B30,B31"
"11645","11646","C18,A13,P15,A13"
"11646","11647","C1"
"11647","11648","A15,A4,B7,C4,C17,C32,C31,C36,C43,C48,C46,C52,C50,C20,C21,P1,P12"
"11648","11649","B3"
"11649","11650","B1,B4,B17"
"11650","11651","B10,B26,B27,B28"
"11651","11652","A1,A2,A27,A42,P17,P33,P24,P34,P46,P49,P48,A42"
"11652","11653","A6"
"11653","11654","P3,P15,P1,P12,P9,P3,P18,P19,P19,P20,P14,P18,B10,B4,B34,C6,C4,A3,A3,A5,A2,A11,A17,A34,A30,A20,A37,A37"
"11654","11655","P63,P63,P63,C51,C9,C16"
"11655","11656","A4,A15,C16,C2,C6,C11,B13,B1,P16,P12,P1,P21,P19,P48,P46,P55,C16,A12,A2"
"11656","11657","B32,B24"
"11657","11658","B4,B16,B14,B2,B19,B21,B23,B29,B32,B24,A18,A3,A31,P16"
"11658","11659","C7,C6,C8,C14,C50,P16"
"11659","11660","A11,A5,A32"
"11660","11661","B12"
"11661","11662","A17,A34"
"11662","11663","A42,P4"
"11663","11664","B14"
"11664","11665","B4,B4,C12,C33,C31,C44,B32,B31"
"11665","11666","B1,B13,B2"
"11666","11667","B1,B4,C4,C14,C30,C47"
"11667","11668","C13,C46,C19"
"11668","11669","P11"
